GTR1 ID,Index,Ticker Symbol,Company Name,CUSIP,field1=styp.a,field2=dspo:1,field16=ord:1,field10=perendq1.s,[Q1End],"field17=linear:1,field16,-1,field12",field39=sic.a,"field40=if:field39et6510!6512!6531!6798,1,0",[RealEstOps],field42=trbc2.s,"field43=ifet:field42,55,1,0",field46=fincd12.a,[Finance],[Financial],field3=shrinst.s,field4=float.s,field5=epsq1.s,field6=epsq5.s,field7=salesq1.s,field8=salesq5.s,"field9=trp:1,126","field13=agv:1,10",field18=gtoa.a,"field19=ratio:field13,field18","field20=linear:1,field5,-1,field6","field21=linear:1,field7,-1,field8",field24=csoq1d.s,field25=sprc,"field26=product:field24,field25",[MktCap],field31=fcfps12mq1d.s,"field32=ratio:field25,field31",[PFCF],"field14=agv:1,63",[VR],"field36=ratio:field14,field18","field37=ratio:field9,field36",[SORT],,,,,,
29090,8759,AEIS,ADVANCED ENERGY INDUSTRIES INC,'007973100,11,6434,25247,25197,25197,50,3670,0,0,57,0,6,0,0,98.7,37.947,1.009,0.471,351.6,315.5,7.538319,1940873,8.764609,221444.3,0.538,36.10001,38.41583,104.55,4016.375,4016.375,4.76,21.96428,21.96428,2478845,0.7829748,282824.3,2.665371E-05,2.086919E-05,,,,,,
36129,3847,OSTK,OVERSTOCK COM INC,'690370101,11,4792,25247,25197,25197,50,5999,0,0,57,0,9,0,0,72.2,42.621,0.335,-0.402,659.9,339.6,55.66298,1.303645E+07,10.32995,1262005,0.737,320.3,43.00671,90.16,3877.484,3877.484,6.03,14.95191,14.95191,1.908904E+07,0.6829288,1847931,3.012179E-05,2.057103E-05,,,,,,
5537,2617,TCS,CONTAINER STORE THE,'210751103,11,1914,25247,25198,25198,49,2519,0,0,53,0,2,0,0,83.6,30.632,0.721,0.259,314.7,241.3,28.00369,2.193948E+07,36.11615,607470,0.462,73.40001,50.48498,13.85,699.217,699.217,2.46,5.630081,5.630081,3.308271E+07,0.6631705,916008.8,3.057142E-05,2.027407E-05,,,,,,
45096,1963,SWBI,SMITH & WESSON BRANDS INC,'831754106,11,4664,25247,25155,25155,92,3480,0,0,53,0,3,0,0,58,51.676,1.132,0.104,257.6,127.4,38.38293,2006753,1.732103,1158564,1.028,130.2,53.24989,21.22,1129.963,1129.963,5.22,4.065134,4.065134,2590790,0.774572,1495748,2.566136E-05,1.987657E-05,,,,,,
36399,3187,GLNG,GOLAR LNG LTD,'G9456A100,12,4655,25247,25197,25197,50,4412,0,0,50,0,12,0,0,72.9,92.982,0.231,-1.057,125.8,122.6,43.27234,3648332,2.836799,1286073,1.288,3.200005,109.9457,13.31,1463.377,1463.377,1.82,7.313187,7.313187,4804686,0.7593278,1693700,2.5549E-05,1.940007E-05,,,,,,
19897,272,KBH,KB HOME,'48666K109,11,8786,25247,25174,25174,73,1731,0,0,53,0,12,0,0,90.7,75.845,1.053,0.661,1141.7,1075.9,29.18657,2312608,1.918214,1205605,0.392,65.79993,92.03139,43.81,4031.895,4031.895,1.78,24.61236,24.61236,2595045,0.8911632,1352844,2.157423E-05,1.922616E-05,,,,,,
772,1503,VIVO,MERIDIAN BIOSCIENCE INC,'589584101,11,8789,25247,25136,25136,111,2835,0,0,56,0,10,0,0,98.5,43.095,0.621,0.066,92.9,47.4,11.08123,438474.2,0.5891702,744223.2,0.555,45.5,43.32985,20.65,894.7614,894.7614,1.44,14.34028,14.34028,395040.6,1.109947,670503.2,1.652674E-05,1.83438E-05,,,,,,
34418,1346,PKG,PACKAGING CORP OF AMERICA,'695156109,11,5376,25247,25197,25197,50,2653,0,0,51,0,3,0,0,92.4,93.414,1.754,1.496,1807.2,1708.7,7.066059,4204112,5.721023,734853.2,0.2579999,98.5,95.00678,143.83,13664.83,13664.83,7.02,20.48861,20.48861,3155531,1.3323,551567.6,1.281087E-05,1.706791E-05,,,,,,
2942,1801,GORO,GOLD RESOURCE CORP,'38068T105,11,2714,25247,25197,25197,50,1041,0,0,51,0,12,0,0,40.8,73.39,0.034,-0.047,27.3,22.1,14.94143,9306498,8.920207,1043305,0.081,5.199999,74.43262,2.96,220.3206,220.3206,0.29,10.2069,10.2069,8701615,1.069514,975494.8,1.531677E-05,1.63815E-05,,,,,,
25145,5878,SPNS,SAPIENS INTERNATIONAL CORP N V,'G7T16G103,12,6407,25247,25197,25197,50,7370,0,0,57,0,6,0,0,26,28.924,0.18,0.136,109.6,90.5,1.606286,6944727,50.22991,138258.8,0.044,19.1,54.6786,27.58,1508.036,1508.036,1.15,23.98261,23.98261,5984596,1.160434,119144.1,1.348188E-05,1.564482E-05,,,,,,
39282,1730,VMW,VMWARE INC CL A,'928563402,11,3481,25247,25155,25155,92,7372,0,0,57,0,6,0,0,70.5,79.957,1.883,0.772,3294,3073,16.31482,4.410787E+07,37.89468,1163960,1.111,221,111.8878,164.19,18370.87,18370.87,9.64,17.03216,17.03216,4.187383E+07,1.053352,1105006,1.476446E-05,1.555217E-05,,,,,,
42753,8955,FNKO,FUNKO INC CL A,'361008105,11,906,25247,25197,25197,50,3944,0,0,53,0,1,0,0,85.8,21.015,0.18,-0.118,189.2,136.7,121.8957,5819147,6.992111,832244.6,0.298,52.5,50.04255,23.41,1171.496,1171.496,2.41,9.713694,9.713694,1.858188E+07,0.3131624,2657550,4.586772E-05,1.436404E-05,,,,,,
37624,5939,LHCG,LHC GROUP,'50187A107,11,4029,25247,25197,25197,50,8093,0,0,56,0,10,0,0,93.8,30.259,1.112,0.71,524.8,512.9,2.339923,2541507,16.3103,155822.2,0.402,11.89996,31.66632,204.25,6467.847,6467.847,17.26,11.83372,11.83372,2628811,0.9667897,161174.9,1.451792E-05,1.403577E-05,,,,,,
18631,5379,AGX,ARGAN INC,'04010E109,11,3475,25247,25155,25155,92,6719,0,0,52,0,11,0,0,86.6,15.031,0.609,-0.46,117.2,68,0.7198453,3630220,31.90457,113783.7,1.069,49.2,15.7667,48,756.8015,756.8015,7.99,6.00751,6.00751,2693509,1.347766,84423.92,8.526556E-06,1.14918E-05,,,,,,
41619,8771,ENR,ENERGIZER HOLDINGS INC,'29272W109,11,1497,25247,25197,25197,50,3692,0,0,52,0,6,0,0,88.9,63.325,-0.209,-1.763,685.1,587,5.458605,7598465,14.58725,520897.7,1.554,98.09998,68.36837,44.7,3056.066,3056.066,2.29,19.51965,19.51965,7370522,1.030926,505271.5,1.080331E-05,1.113742E-05,,,,,,
29484,5201,SPH,SUBURBAN PROPANE PARTNERS L P,'864482104,71,6364,25247,25194,25194,53,1623,0,0,50,0,12,0,0,30.2,61.192,2.028,1.241,537.2,401.1,4.994833,568392.3,1.932493,294123.9,0.7870001,136.1,62.53028,15.38,961.7158,961.7158,1.61,9.552795,9.552795,735037.1,0.7732839,380357,1.313196E-05,1.015474E-05,,,,,,
40987,8403,AY,ATLANTICA SUSTAINABLE INFRASTRUCTURE PLC,'G0751N103,12,1761,25247,25197,25197,50,4911,0,0,59,0,8,0,0,50.3,65.336,-0.174,-0.399,235.2,210.4,14.96855,1.539353E+07,25.67903,599459.2,0.225,24.8,110.693,37.31,4129.956,4129.956,3.1,12.03548,12.03548,2.908191E+07,0.5293165,1132516,1.321708E-05,6.996018E-06,,,,,,
32290,3287,PRDO,PERDOCEO EDUCATION CORP,'71363P106,11,5880,25247,25197,25197,50,8200,0,0,63,0,12,0,0,92.8,69.737,0.438,0.417,183.6,171,2.57442,710922.1,2.040671,348376.7,0.021,12.60001,70.4376,12.75,898.0793,898.0793,2.33,5.472102,5.472102,941268.5,0.7552809,461254.5,5.581344E-06,4.215482E-06,,,,,,
42699,7220,CARG,CARGURUS INC CL A,'141788109,11,921,25247,25197,25197,50,8999,0,0,57,0,12,0,0,96.5,92.444,0.192,0.113,171.4,157.7,3.415632,2.763694E+07,27.29291,1012605,0.079,13.7,117.0705,25.13,2941.983,2941.983,1.64,15.32317,15.32317,3.502068E+07,0.7891606,1283142,2.661928E-06,2.100689E-06,,,,,,
5195,7700,GOGO,GOGO INC,'38046C109,11,2007,25247,25197,25197,50,9999,0,0,57,0,12,0,0,48.4,79.22,-0.091,-1.044,73.9,70.9,3.113878,3.699297E+07,15.95643,2318374,0.953,3,109.6106,11.59,1270.387,1270.387,2.15,5.390698,5.390698,3.097851E+07,1.194149,1941444,1.603898E-06,1.915294E-06,,,,,,
31603,827,SRT,STARTEK INC,'85569C107,11,6034,25247,25197,25197,50,7363,0,0,52,0,12,0,0,17.8,11.97,-0.299,-0.689,163.1,160.9,0.1283646,600215.3,10.18694,58920.1,0.39,2.200012,40.77845,7.8,318.0719,318.0719,1.15,6.782608,6.782608,735136.2,0.8164682,72164.6,1.778775E-06,1.452313E-06,,,,,,
44699,896,REYN,REYNOLDS CONSUMER PRODUCTS INC,'76171L106,11,343,25247,25197,25197,50,3089,0,0,53,0,3,0,0,27.7,54.198,0.353,0.138,757,730,0.9460688,1.099422E+07,26.18095,419931.9,0.215,27,209.7592,30.66,6431.218,6431.218,1.42,21.59155,21.59155,1.376538E+07,0.798686,525778.5,1.799368E-06,1.43713E-06,,,,,,
39831,3722,HOLI,HOLLYSYS AUTOMATION TECHNOLOGIES LTD,'G45667105,12,3237,25247,25197,25197,50,3620,0,0,52,0,3,0,0,85.5,55.576,0.262,0.229,109.9,80.8,0.715816,989572.8,5.732732,172618,0.03299999,29.1,61.27757,14.07,862.1753,862.1753,1.51,9.31788,9.31788,1693913,0.5841934,295480.9,2.422546E-06,1.415235E-06,,,,,,
43182,9376,TBIO,TRANSLATE BIO INC,'89374L104,11,743,25247,25197,25197,50,2834,0,0,56,0,10,0,0,90.1,68.424,0.353,-0.238,34.6,4.7,2.589929,6766218,11.27644,600031.4,0.591,29.9,75.23319,21.39,1609.238,1609.238,3.36,6.366071,6.366071,1.2446E+07,0.5436459,1103717,2.346551E-06,1.275693E-06,,,,,,
